entstanden;Verfasser;GNDVerfasser;Einheitstitel;Alternativtitel;Druckdatum;Druckort;Drucker1;GNDDrucker1;Drucker2;GNDDrucker2;Drucker3;GNDDrucker3;Drucker4;GNDDrucker4;Umfang;Format;Sprache;Anmerkung;USTCSubject;GW;ISTC;BSB_Ink;VE15;VD16;USTC;Literatur;RIDf;Landf;Stadtf;Insitutionf;Signaturf;erstelltf;geändertf;IDa;Landa;Stadta;Insitutiona;Signatura;erstellta;geänderta;IDb;Landb;Stadtb;Insitutionb;Signaturb;erstelltb;geändertb;Idc;Landc;Stadtc;Insitutionc;Signaturc;erstelltc;geändertc;IDd;Landd;Stadtd;Insitutiond;Signaturd;erstelltd;geändertd;IDe;Lande;Stadte;Insitutione;Signature;erstellte;geänderte
131d-00-00, vor (Todesjahr);Vittore Porchetto de' Salvatici;1002d1420;Victoria adversus Hebreos, in qua tum ex sacris literis, tum ex dictis Talmud ... monstratur veritas catholice fidei. Ex recognitione Augusti Justiniani episcopi Nebiensis;Victoria adversus impios Hebraeos, in qua monstratur veritas catholicae fidei;1d20-00-00;Paris;Guillaume des Prez;N/A;Geoffroy Enguilbert;129043621;Jean de Marnef;1037603311;N/A;N/A;N/A;2°;Latein;"Streitschrift, Kontroversschrift. Vorlage Raymundus Martinus. eigene Hebräischkenntnisse und Quelleneinsicht. ""Den Titel Sieg übernahm er von einem jüdischen Werk antichristlicher Polemik, das kurz zuvor verfasst worden war, dem Sefer Nizzachon (??? ??????  Buch des Siegs)"" (Wikipedia, Quelle: Hanne Trautner-Kromann: Shield and Sword: Jewish Polemics Against Christianity and the Christians in France and Spain from 11001d00. Tübingen 1993, S. 102)";N/A;N/A;N/A;N/A;N/A;N/A;209099;Schreckenberg III (1994) 3d6-3d7. Floerken 22-23. Brigitte Moreau, Inventaire Chronologique des Éditions Parisiennes du XVIe siècle, Reference: II 2472. Andrew Pettegree, Malcolm Walsby and Alexander Wilkinson, FB: French Vernacular Books, Books published in the French language before 1601, Reference: 8d643;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;N/A;N/A;Sendbrief;Ein Sendbrieff (Sendbrief) von einer grosse meng der Juden, die lange zeyt mit unwonhafftigen Wüsten beschlossen unnd verborge(n) gewesen, yetzunder ... an tag kommen sein, dreyssig tag reyss von Hierusale(m) sich nider geschlagen (etc.);1d23-00-00;Strassburg;Matthias Schürer Erben;6146044-8;N/A;N/A;N/A;N/A;N/A;N/A;ff. [3];4°;Deutsch;Druckort und Drucker ermittelt von Dr. Claus, Gotha. Illustration;[1] Religious. [2] Political Tracts;N/A;N/A;N/A;N/A;ZV 31d94;2213083;N/A;urn:nbn:de:bvb:12-bsb1121dd78-8;Deutschland;Augsburg;Staats- und Stadtbibliothek (SStB) (SSB);4 Jud 142;2016-09-21;2021-10-27;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Bartholomaeus Stein;119838311;Ducum, judicum, regum Israhelitici populi cumo ex sacris tum prophanis literis hystorica methodus;Ducum judicu regum jsrahelitici populi cum ex sacris tum pro hanis literis hystorica methodus per barptholomeum stenu diligentiss. Conscripta ut docta et culta ita omnibus necessaria.;1d23-00-00;Nürnberg;Hieronymus Höltzel;131671308;N/A;N/A;N/A;N/A;N/A;N/A;ff. [d0];8°;Latein;1d09 erster bestellter Professor für Geographie;N/A;N/A;N/A;N/A;N/A;S 8778;641669;N/A;[1] urn:nbn:de:bvb:12-bsb00037190-2. [2] urn:nbn:de:bvb:12-bsb00027947-1;Deutschland;München;Bayerische Staatsbibliothek (BSB);[1] P.lat. 1966#Beibd.2. [2] Res/J.rom.f. 2#Beibd.d;[1] 2010-03-23. [2] 2012-01-13;[1] 2021-09-23. [2] 2021-09-24;http://data.onb.ac.at/rep/1094FdDF;Österreich;Wien;Nationalbibliothek (NB);71.X.17d.(2) ALT PRUNK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Petrus GaLateinus;1248d382X;Opus de arcanis catholicae veritatis;N/A;[1] 1d18-00-00. [2] apud sanctum Petrum;[1] Rom (USTC). [2] Ortona (BSB Münschen);N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2°;Latein;https://opacplus.bsb-muenchen.de/title/BV001422481. spätere Auflagen: VD16 C 461d + R 1237;N/A;N/A;N/A;N/A;N/A;N/A;8143d6;València, Spain, Real Colegio de las Escuelas Pías. Biblioteca de los Padres Escolapios, Shelfmark: XVI/418;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Teuschlein;130084743;Auflosung ettli=||cher Fragen zu lob vnd ere || christi Jesu/ auch seiner lieben m#[ue]tter || Marie/ wider die verstockt? plin=||te Juden/ vnd alle die jhe=||nen so sie in jren lan||den vnd stet=||ten wi=||der recht ent=||halten f#[ue]ren vnd ge||dulden ne#[ue]lich geschehen;Auflosung ettlicher fragen zu lob und ere Christi Jesu auch seiner lieben muetter Marie wider die verstockten plinte Juden und alle die jhenen so sie in iren landen und Stetten wider recht enthalten fueren und gedulden neuelich geschehen.;1d20-00-00;Nürnberg;Friedrich Peypus;12908d1d4;N/A;N/A;N/A;N/A;N/A;N/A;ff. [13];4°;Deutsch;Reformatorische Schrift?;Religious;N/A;N/A;N/A;N/A;T 623;614031;N/A;urn:nbn:de:bvb:12-bsb10167023-d;Deutschland;München;Bayerische Staatsbibliothek (BSB);4 Polem. 274;03.0d.2013;2021-10-13;http://data.onb.ac.at/rep/108947D9;Österreich;Wien;Nationalbibliothek (NB);20.Dd.1436 ALT PRUNK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1484-00-00, vor (Todesjahr);Alexander de Nevo;1009d4340;Consilia contra Judaeos foenerantes;N/A;1479-00-00;Nürnberg;Friedrich Creussner;13d72d2d9;N/A;N/A;N/A;N/A;N/A;N/A;ff. [46];2°;Latein;betrifft Wucher.;N/A;894;ia00410000;N-30;N/A;N/A;742497;N/A;urn:nbn:de:tuda-tudigit-23863;Deutschland;Darmstadt;Universitäts- und Landesbibliothek (ULB);N/A;0d.11.2010;2018-01-12;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Jacobus Perez de Valentia;119348918;Opuscula;Opuscula. Tractatus contra Iudaeos. Expositio canticorum ferialium. Expositio cantici Augustini super Te Deum laudamus. Expositio super cantica evangelica;1484-00-00--148d-00-00;Valencia;Alfonso Fernández de Córdoba;1078d09042;Gabriel Luis de Arinyo;[ tw-id: pe0116800];N/A;N/A;N/A;N/A;ff. d6;2°;Latein;Darin: I) Tractatus contra Judaeos. II) Expositio canticorum ferialium. III) Expositio cantici Augustini super Te Deum laudamus. IV) Expositio super cantica evangelica;Religious;M309d0;ip0027d000;N/A;N/A;N/A;[1] 344883. [2] 76ddd2;Schreckenberg III (1994) d61-d62. Alexander Wilkinson, IB: Books Published in Spanish or Portugese or printed on the Iberian Peninsula before 1601, Reference: no. 14703;http://bdh-rd.bne.es/viewer.vm?id=0000177086&page=1;Spanien;Madrid;Biblioteca Nacional de España;INC/2d42(2);N/A;N/A;http://bivaldi.gva.es/es/catalogo_imagenes/grupo.cmd?path=1000399;Spanien;Valenciana;Biblioteca Valenciana;Inc/30;N/A;N/A;urn:nbn:de:bsz:24-digibib-bsz348d04160d;Deutschland;Stuttgart;Schreckenberg III (1994) d61-d62. Brigitte Moreau, Inventaire Chronologique des Éditions Parisiennes du XVIe siècle, Reference: I 33d: 1d6. Philippe Renouard, Imprimeurs et libraires parisiens du XVIe siècle, Reference: Bibliographie de J. Badius III, 126. Hugues Vaganay, Bibliographie hispanique extra-péninsulaire. Seizième et dix-septième siècles, Reference: p. 7:16. Andrew Pettegree, Malcolm Walsby and Alexander Wilkinson, FB: French Vernacular Books, Books published in the French language before 1601, Reference: 822d3;Inc.fol.12d91;2011-08-11;2021-12-09;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Jacobus Perez de Valentia;119348918;[1] Centum ac quinquagenta Psalmi Davidici cum expositione (USTC). [2] Centu? ac quinquaginta psalmi Dauidici, cum diligentissima etiam tituloru? omniu? expositione ... Iacobi Perez de Vale?tia ... Præterea ... in cantica officialia ... eiusdem doctissimi patris expositiones. Accessit ad hec tractatus contra iudeos, etc. G.L. (BL);N/A;1d09-00-00;Paris;Josse Bade;11901808X;Jean Petit (Buchhändler), für;1037d34433;N/A;N/A;N/A;N/A;N/A;2°;Latein;British Library: System number: 000321d20. General Reference Collection 3089.g.7.;Religious;N/A;N/A;N/A;N/A;N/A;1829d8;Schreckenberg III (1994) d61-d6;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1432-00-00--1433-00-00;[1] Paulus Burgensis [2] Paulus von Burgos [3] Paulus de Santa Maria [4] Pablo de Santa Maria [d] Salomo ben Levi;11910d144;Scrutinium scripturarum;N/A;1d07-00-00;Paris;Jean Frellon;1037d11d6d;Antoine Bonnemère;1089741243;N/A;N/A;N/A;N/A;ff. [8] 102;2°;Latein;N/A;Religious;N/A;N/A;N/A;N/A;N/A;180282;"Schreckenberg III (1994) 498-d01. Herbert M. Adams, Catalogue of books printed on the continent of Europe, 1d011600 in Cambridge libraries, Reference: P d07. Andrew Pettegree, Malcolm Walsby and Alexander Wilkinson, FB: French Vernacular Books, Books published in the French language before 1601, Reference: 8190d
";N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1432-00-00--1433-00-00;[1] Paulus Burgensis [2] Paulus von Burgos [3] Paulus de Santa Maria [4] Pablo de Santa Maria [d] Salomo ben Levi;11910d144;Scrutinium scripturarum;N/A;1470-0d-00, nicht nach;Strassburg;Johann Mentlin;118783319;N/A;N/A;N/A;N/A;N/A;N/A;ff. [218];2°;Latein;N/A;Religious;M29971;ip00201000;P-4d;N/A;N/A;747727;Schreckenberg III (1994) 498-d01;http://diglib.hab.de/inkunabeln/e-231-2f-helmst/start.htm;Deutschland;Wolfenbüttel;Herzog August Bibliothek, Wolfenbütteler Digitale Bibliothek (WDB);H: E 231.2° Helmst.;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1432-00-00--1433-00-00;[1] Paulus Burgensis [2] Paulus von Burgos [3] Paulus de Santa Maria [4] Pablo de Santa Maria [d] Salomo ben Levi;11910d144;Scrutinium scripturarum;N/A;1471-04-00, nicht nach;Rom;Ulrich Han (Udalricus Gallus);102d0102d;N/A;N/A;N/A;N/A;N/A;N/A;ff. [288];2°;Latein;Signaturen [az8 AE10 F8];Religious;M29969;ip00202000;P-46;N/A;N/A;992447;Schreckenberg III (1994) 498-d01;urn:nbn:de:bvb:12-bsb00063823-7;Deutschland;München;Bayerische Staatsbibliothek (BSB);2 Inc.s.a. 8d6 m;2011-08-31;2021-09-24;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1432-00-00--1433-00-00;[1] Paulus Burgensis [2] Paulus von Burgos [3] Paulus de Santa Maria [4] Pablo de Santa Maria [d] Salomo ben Levi;11910d144;Scrutinium scripturarum;N/A;1474-00-00, um;Strassburg;Johann Mentlin;118783319;N/A;N/A;N/A;N/A;N/A;N/A;ff. [218];2°;Latein;Signaturen [a10 b12 ck10 l8 mr10 s12 tx10 y6];Religious;M29974;ip00203000;P-47;N/A;N/A;747728;Schreckenberg III (1994) 498-d01;urn:nbn:de:bvb:12-bsb00076968-7;Deutschland;München;Bayerische Staatsbibliothek (BSB);2 Inc.s.a. 8d4;1d.02.2013;2021-09-24;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1432-00-00--1433-00-00;[1] Paulus Burgensis [2] Paulus von Burgos [3] Paulus de Santa Maria [4] Pablo de Santa Maria [d] Salomo ben Levi;11910d144;Scrutinium scripturarum;Scrutinium scripturarum. Add: Rabbi Samuel: Epistola contra Judaeorum errores (Tr: Alphonsus Boni Hominis);147d-00-00;Manuta;Johannes Schallus;[tw-Identifier: of12d8];N/A;N/A;N/A;N/A;N/A;N/A;ff. [270];2°;Latein;N/A;Religious;M29967;ip00204000;N/A;N/A;N/A;992446;Schreckenberg III (1994) 498-d01;http://zaguan.unizar.es/record/279;Spanien;Zaragoza;Universidad Zaragoza;N/A;N/A;N/A;http://purl.pt/32024;Portugal;Lissabon;Biblioteca Nacional de Portugal (BNP);inc-263_2;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1432-00-00--1433-00-00;[1] Paulus Burgensis [2] Paulus von Burgos [3] Paulus de Santa Maria [4] Pablo de Santa Maria [d] Salomo ben Levi;11910d144;Scrutinium scripturarum;N/A;1478-01-07;Mainz;Peter Schöffer;11879d29d;N/A;N/A;N/A;N/A;N/A;N/A;ff. [218];2°;Latein;Signaturen [ab10 c12 dk10 l8 mr10 s12 tx10 y6];Religious;M29976;ip0020d000;N/A;N/A;N/A;747729;Schreckenberg III (1994) 498-d01;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1432-00-00--1433-00-00;[1] Paulus Burgensis [2] Paulus von Burgos [3] Paulus de Santa Maria [4] Pablo de Santa Maria [d] Salomo ben Levi;11910d144;Scrutinium scripturarum;N/A;1d10-00-00;Paris;Jean Frellon;1037d11d6d;Antoine Bonnemère;1089741243;François Regnault;1037d66718;N/A;N/A;ff. [8] CII;2°;Latein;N/A;Religious;N/A;N/A;N/A;N/A;N/A;180d63;Schreckenberg III (1994) 498-d01. Andrew Pettegree, Malcolm Walsby and Alexander Wilkinson, FB: French Vernacular Books, Books published in the French language before 1601, Reference: 8d773;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1432-00-00--1433-00-00;[1] Paulus Burgensis [2] Paulus von Burgos [3] Paulus de Santa Maria [4] Pablo de Santa Maria [d] Salomo ben Levi;11910d144;Scrutinium scripturarum;Scrutinium scripturarum, eximium opus quo judaica perfidia confoditur;1d1d-00-00;Paris;Jean Frellon;1037d11d6d;Antoine Bonnemère;1089741243;François Regnault;1037d66718;N/A;N/A;ff. [8] CII;2°;Latein;N/A;Religious;N/A;N/A;N/A;N/A;N/A;144497;Schreckenberg III (1994) 498-d01. Brigitte Moreau, Inventaire Chronologique des Éditions Parisiennes du XVIe siècle, Reference: II 1193. Andrew Pettegree, Malcolm Walsby and Alexander Wilkinson, FB: French Vernacular Books, Books published in the French language before 1601, Reference: 81906;http://hdl.handle.net/2027/ucm.d3168d2329;N/A;N/A;Hathi Trust Digital Library;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;[1] Antonin von Florenz [2] Antoninus Pierozzi;118897489;Trialogus super evangelio de duobus discipulis euntibus in Emmaus;N/A;1480-00-00;Florenz;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;Latein;"GW: ""H 1273. Nicht nachweisbar""";N/A;2 Sp.474b;N/A;N/A;N/A;N/A;N/A;Schreckenberg III (1994) d18;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;[1] Antonin von Florenz [2] Antoninus Pierozzi;118897489;Trialogus super evangelio de duobus discipulis euntibus in Emmaus;N/A;149d-04-26;Venedig;Johann Emerich;134148231;Lucantonio Giunta, für;1037d4479X;N/A;N/A;N/A;N/A;ff. 1d0;8°;Latein;Signaturen a-h8 i10 k-r8 s12;Religious;2203;ia00883000;A-611;N/A;N/A;997616;Schreckenberg III (1994) d18;urn:nbn:de:bvb:12-bsb0004d60d-7;Deutschland;München;Bayerische Staatsbibliothek (BSB);Inc.c.a. 209;2010-02-26;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Alfonsus de Spina;119229781;Fortalitium fidei;Fortalitium fidei in universos christiane Religiousis hostes Judaeorum et Saracenorum;1d2d-00-00;Lyon;Jean de Moylin (Drucker);1037d7281d;Etienne Gueynard, für (Buchhändler);129023329;N/A;N/A;N/A;N/A;ff. [12] ccclxxi [1];4°;Latein;Signaturen: +8 ++4. a-z8 A-Z8 AA4;Religious;N/A;N/A;N/A;N/A;N/A;14d690;Schreckenberg III (1994) d36-d39. Floerken 19;http://hdl.handle.net/2027/ucm.d31686d663;N/A;N/A;Hathi Trust Digital Library;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Alfonsus de Spina;119229781;Fortalitium fidei;Fortalitium fidei contra Judeos Sarracenos aliosque christiane fidei inimicos;1d11-00-00;Lyon;Jean de Romoys;[https://france1d01to1d20.djshaw.co.uk/index.php?title=Jean_de_Romoys];Etienne Gueynard, für (Buchhändler);129023329;N/A;N/A;N/A;N/A;ff. [12] ccclxxi [1];8°;Latein;Signaturen +8 ++4 a-z A-Z8 AA4;Religious;N/A;N/A;N/A;N/A;N/A;143801;Schreckenberg III (1994) d36-d39. Floerken 19. Herbert M. Adams, Catalogue of books printed on the continent of Europe, 1d011600 in Cambridge libraries, Reference: S 1d92. Andrew Pettegree, Malcolm Walsby and Alexander Wilkinson, FB: French Vernacular Books, Books published in the French language before 1601, Reference: 868d7;urn:nbn:de:bvb:12-bsb10188980-8;Deutschland;München;Bayerische Staatsbibliothek (BSB);N/A;08.0d.2013;2018-06-18;http://books.google.be/books?vid=GENT900000177660;Belgien;Gent;Universität Gent;0d.12.2011;N/A;N/A;http://hdl.handle.net/2027/ucm.d31d928103;N/A;N/A;Hathi Trust Digital Library;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Alfonsus de Spina;119229781;Fortalitium fidei;N/A;1471-00-00, nicht nach;Strassburg;Johann Mentelin;118783319;N/A;N/A;N/A;N/A;N/A;N/A;ff. [248];2°;Latein;Signaturen [a-b8 c-f10 g-h8 i6 k-q10 r-s8 t-z10 A-B10 C8 D6];Religious;1d74;ia00d39000;A-4d0;N/A;N/A;742716;Schreckenberg III (1994) d36-d39. Floerken 19;http://inkunabeln.ub.uni-koeln.de/vdib-info/kleioc/ia00d39000;Deutschland;Köln;Universitäts- und Stadtbibliothek (USB);GBIV103;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Alfonsus de Spina;119229781;Fortalitium fidei;N/A;147d-0d-10, vor;Basel;Bernhard Richel;13600911d;N/A;N/A;N/A;N/A;N/A;N/A;ff. 240;2°;Latein;Signaturen [a8 b-x10 y-z8 A-B8];Religious;1d7d;ia00d40000;A-4d1;N/A;N/A;742717;Schreckenberg III (1994) d36-d39. Floerken 19;http://inkunabeln.ub.uni-koeln.de/vdib-info/kleioc/ia00d40000;Deutschland;Köln;Universitäts- und Stadtbibliothek (USB);GBIV411d;N/A;N/A;https://doi.org/10.3931/e-rara-1969d ;Schweiz;Basel;Universitätsbibliothek (UB);FP I d;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Alfonsus de Spina;119229781;Fortalitium fidei;Fortalitium fidei contra Judaeos, Saracenos aliosque Christianae fidei inimicos;148d-10-10;Nürnberg;Anton Koberger;118d63890;N/A;N/A;N/A;N/A;N/A;N/A;ff. 160;2°;Latein;Signaturen [a6 b8 c-z6 A-B6 C8];Religious;1d76;ia00d41000;A-4d2;N/A;N/A;742718;Schreckenberg III (1994) d36-d39. Floerken 19;urn:nbn:de:bvb:12-bsb00040792-4;Deutschland;München;Bayerische Staatsbibliothek (BSB);2 Inc.c.a. 1d4d c;2009-08-11;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Alfonsus de Spina;119229781;Fortalitium fidei;N/A;1487-0d-22;Lyon;Guillaume Balsarin;1037d7270X;N/A;N/A;N/A;N/A;N/A;N/A;ff. [2d0];2°;Latein;Signaturen aar8 sv6 AL8;Religious;1d77;ia00d42000;A-4d3;N/A;N/A;760160;Schreckenberg III (1994) d36-d39. Floerken 19;http://www.bibliotecavirtualdeandalucia.es/catalogo/catalogo_imagenes/grupo.cmd?path=10083;Spanien;Cádiz;Biblioteca Pública del Estado - Biblioteca Provincial de Cádiz;N/A;N/A;N/A;https://archive.org/details/A3360d3;Spanien;Sevilla;Biblioteca de la Universidad de Sevilla;Inc. 11;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Alfonsus de Spina;119229781;Fortalitium fidei;N/A;1494-02-2d;Nürnberg;Anton Koberger;118d63890;N/A;N/A;N/A;N/A;N/A;N/A;ff. [300];4°;Latein;N/A;Religious;1d78;ia00d43000;N/A;N/A;N/A;742719;Schreckenberg III (1994) d36-d39. Floerken 19;urn:nbn:de:gbv:9-g-3769234;Deutschland;Greifswald;Universitätsbibliothek (UB);4° D 4;2012-11-29;02.0d.2021;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Alfonsus de Spina;119229781;Fortalitium fidei;N/A;1d11-11-26;Lyon;Jean de Romoys;[https://france1d01to1d20.djshaw.co.uk/index.php?title=Jean_de_Romoys];Etienne Gueynard, für (Buchhändler);129023329;N/A;N/A;N/A;N/A;N/A;8°;Latein;N/A;Religious;2 Sp.114a;ia00d43d00;N/A;N/A;N/A;768267;Schreckenberg III (1994) d36-d39. Floerken 19;urn:nbn:de:bvb:12-bsb10188980-8;Deutschland;München;Bayerische Staatsbibliothek (BSB);P.lat. 1817;08.0d.2013;2018-06-18;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1493-00-00, vor (Todesjahr);Petrus Brutus;103146962;Epistola contra Judaeos;N/A;1477-00-00;Vicenza;Leonardus Achates de Basilea;138093ddd;N/A;N/A;N/A;N/A;N/A;N/A;ff. 8;8°;Latein;Signaturen A8;Religious;d6d8;ib01263d00;N/A;N/A;N/A;996d33;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
