entstanden;Verfasser;GNDVerfasser;Einheitstitel;Alternativtitel;Druckdatum;Druckort;Drucker1;GNDDrucker1;Drucker2;GNDDrucker2;Drucker3;GNDDrucker3;Drucker4;GNDDrucker4;Umfang;Format;Sprache;Anmerkung;USTCSubject;GW;ISTC;BSB_Ink;VE15;VD16;USTC;Literatur;IDa;Landa;Stadta;Insitutiona;Signatura;erstellta;geänderta;IDb;Landb;Stadtb;Insitutionb;Signaturb;erstelltb;geändertb;Idc;Landc;Stadtc;Insitutionc;Signaturc;erstelltc;geändertc;IDd;Landd;Stadtd;Insitutiond;Signaturd;erstelltd;geändertd;IDe;Lande;Stadte;Insitutione;Signature;erstellte;geänderte;RIDf;Landf;Stadtf;Insitutionf;Signaturf;erstelltf;geändertf
1308-11-08, vor (Todesdatum);Johannes Duns Scotus;118528165;[1] Quaestiones in quattuor libros Sententiarum [2] Quaestiones in quattuor libros Sententiarum Petri Lombardi;Quaestiones in libr. IV. Sententiarum.;1474-07-06, vor;Strassburg;C.W.;N/A;N/A;N/A;N/A;N/A;N/A;N/A;ff. [290];2°;Latein;"Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte [eine Auffassung], derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334).Mit Guillermus Vorilongus (GND 100944264), Vademecum super 1.IV Sententiarum";[1] Religious. [2] Philosophy and Morality;9084;id00377000;N/A;N/A;N/A;744505;Schreckenberg III (1994) 334-335. Microfiche: Primary Source Microfilm (an imprint of Cengage Learning), 2004. Incunabula: the Printing Revolution in Europe 1455-1500. Unit 61 - Academic Theology Part II, TH 89;urn:nbn:de:bvb:12-bsb00072188-9;Deutschland;München;Bayerische Staatsbibliothek (BSB);2 Inc.c.a. 314;2012-05-26;2021-09-24;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1308-11-08, vor (Todesdatum);Johannes Duns Scotus;118528165;[1] Quaestiones in quattuor libros Sententiarum [2] Quaestiones in quattuor libros Sententiarum Petri Lombardi;Quaestiones in libr. IV. Sententiarum cum textu Petri Lombardi. Hrsg. Johannes Grillot und Antonius Capellus.;1497-11-23;Paris;André Bocard;1037573307;Jean Richard, für;1172238073;Jean Petit (Buchhändler), für;1037534433;Durand Gerlier, für (Buchhändler);1037571010;ff. [316];2°;Latein;"Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte [eine Auffassung], derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334). Mit Guillermus Vorilongus (GND 100944264), Vademecum super 1.IV Sententiarum";[1] Religious. [2] Philosophy and Morality;9085;id00378000;N/A;N/A;N/A;760817;Schreckenberg III (1994) 334-335;http://cisne.sim.ucm.es/record=b1909288~S6*spi;Spanien;Madrid;Universidad Complutense de Madrid;BH INC FL-126;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1308-11-08, vor (Todesdatum);Johannes Duns Scotus;118528165;[1] Quaestiones in quattuor libros Sententiarum [2] Quaestiones in quattuor libros Sententiarum Petri Lombardi;Quaestiones in libr. IV. Sententiarum cum textu Petri Lombardi. Hrsg. Johannes Grillot und Antonius Capellus.;1476-00-00--1478-00-00;Venedig;Johannes de Colonia;129032921;Johannes Manthen;102547629;N/A;N/A;N/A;N/A;ff. 262;2°;Latein;"Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte [eine Auffassung], derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334). Mit Guillermus Vorilongus (GND 100944264), Vademecum super 1.IV Sententiarum";[1] Religious. [2] Philosophy and Morality;9073;id00379000;D-313 (4. Tl.);N/A;N/A;995162;Schreckenberg III (1994) 334-335;urn:nbn:de:bvb:12-bsb00052492-3 (4. Tl.);Deutschland;München;Bayerische Staatsbibliothek (BSB);2 Inc.s.a. 380;2010-11-17;2021-09-24;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1308-11-08, vor (Todesdatum);Johannes Duns Scotus;118528165;[1] Quaestiones in quattuor libros Sententiarum [2] Quaestiones in quattuor libros Sententiarum Petri Lombardi;[1] Quodlibeta (USTC). [2] Quodlib[etum] Johannis duns Scoti subtilis theologoru[m] monarche (BSB);1481-00-00;Nürnberg;Anton Koberger;118563890;N/A;N/A;N/A;N/A;N/A;N/A;ff. [52];2°;Latein;"fragliche Auflage: wirklich enthalten? Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte [eine Auffassung], derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334).";[1] Religious. [2] Philosophy and Morality;9069;id00394000;D-319;N/A;N/A;744507;Schreckenberg III (1994) 334-335;urn:nbn:de:bvb:12-bsb00041863-8;Deutschland;München;Bayerische Staatsbibliothek (BSB);2 Inc.c.a. 1110 mc-3/4#Beibd.1;2009-09-26;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1308-11-08, vor (Todesdatum);Johannes Duns Scotus;118528165;[1] Quaestiones in quattuor libros Sententiarum [2] Quaestiones in quattuor libros Sententiarum Petri Lombardi;[1] Quodlibeta (USTC);1481-11-14;Venedig;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;ff. 116;4°;Latein;"fragliche Auflage: wirklich enthalten? Judenfeindliche Apologetik: Sententiarum, Librum IV, distincio IV. Duns Skotus ""initiierte [eine Auffassung], derzufolge Zwangsbekehrung und Zwangstaufen von Juden erlaubt sind"" (Schreckenberg III (1994) 334).";[1] Religious. [2] Philosophy and Morality;9070;id00395000;D-320 ?;N/A;N/A;995147;Schreckenberg III (1994) 334-335;urn:nbn:de:bvb:12-bsb00052545-2;Deutschland;München;Bayerische Staatsbibliothek (BSB);4 Inc.c.a. 196-3/4#Beibd.1;2010-10-07;2021-09-24;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Marcus Antonius Sabellicus;100960170;Historia hebreorum ex ... Enneadibus excerpta, eius gentis ritus, leges & gesta, ab orbe co[n]dito ad Iesu Christi te[m]pora ... co[m]plectens [etc.];Historia hebreo rum ex elegantissimis marci Antonii coccii sabellici enneadibus excerpta, eius gentis ritus leges et gesta, ab orbe condito, ad Jesu Christi tempora succincte complectens, in septem est partita libros (USTC);1515-00-00;[1] Basel, [2] Köln;Adam Petri de Langendorff (Drucker) [Köln, Ludwig Hornken, Basel, impensis proprijs per calcographiae gnarum Adam Petri];119784998;Ludwig Hornken (Verleger) [Köln, Ludwig Hornken, Basel, impensis proprijs per calcographiae gnarum Adam Petri];137636229;N/A;N/A;N/A;N/A;ff. 109;2°;Latein;Illustration;Religious;N/A;N/A;N/A;N/A;S 8;662552;N/A;[1] urn:nbn:de:bvb:12-bsb10942111-7. [2] urn:nbn:de:bvb:12-bsb00023037-3. [3] urn:nbn:de:bvb:12-bsb10812561-5;Deutschland;München;Bayerische Staatsbibliothek (BSB);[1] 2 L.eleg.m. 30#Beibd.1. [2] 2 H.un. 83#Beibd.1. [3] Res/2 P.lat. 62#Beibd.2;[1] 2013-05-08. [2] 2009-08-10. [3] 2013-05-07;[2] 2020-09-04. [2] 2021-09-23. [3] 2020-09-04;urn:nbn:de:urmel-b4b3b2b0-574a-4b45-9458-2e8e25f1a86b3-00000764-4378;Deutschland;Jena;Thüringer Universitäts- und Landesbibliothek (UrMEL);2 Hist.un.II,3;2012-10-12;N/A;https://doi.org/10.3931/e-rara-1793 ;Schweiz;Basel;Universitätsbibliothek (UB);EW II 1:1;N/A;N/A;http://data.onb.ac.at/rep/1068A2AB;Österreich;Wien;Nationalbibliothek (NB);32.Q.22 ALT PRUNK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Petrus Colonna GaLateino;12485382X;Opus toti christianae reipublicae maxime utile, de arcanis catholicae veritatis, contra obstinatissimam Iudaeorum nostrae tempestatis perfidiam. Ex Talmud, aliisque hebraicis libris nuper excerptum: et quadruplici linguarum genere eleganter congestum;N/A;1518-00-00;Ortona;Girolamo Soncino;118615580;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2°;[1] Latein [2] Hebräisch;Pfeferkorn-Reuchlin-Debatte, Reuchlinist. Signaturen: a-z6 &6 [cum]6 [R with cross stroke]6 A-Z6 2A-2C6. enthält hebräische Schriftzeichen;Religious;N/A;N/A;N/A;N/A;N/A;831362;Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 20134. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: RMLE005370;http://books.google.it/books?id=kZuZ66GRanAC&hl=it&pg=PP1#v=onepage&q&f=false;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Christoph Hoffmann;122778812;De Ratisbona metropoli Boioariae et subita ibidem Judaeorum proscriptione (etc.);N/A;1519-00-00;Augsburg;Silvan Otmar (Drucker);129241172;Johannes von Regensburg Wagner (Finanzier);119756706;N/A;N/A;N/A;N/A;21 Bl.;4°;Latein;N/A;N/A;N/A;N/A;N/A;N/A;H 4132;631282;631282;[1] urn:nbn:de:bvb:12-bsb00024394-4. [2] urn:nbn:de:bvb:12-bsb10982756-7. [3] urn:nbn:de:bvb:12-bsb10982757-2;Deutschland;München;Bayerische Staatsbibliothek (BSB);[1] Res/4 A.lat.a. 73 b#Beibd.6. [2] 4 Bavar. 977 lm. [3] 4 Bavar. 977 ln;[1] 2008-06-24. [2] 2014-02-19. [3] 2014-02-19;[1] 2021-09-23. [2] 2018-06-15. [3] 2018-08-02;http://data.onb.ac.at/rep/10684AD6;Österreich;Wien;Nationalbibliothek (NB);31.J.61 ALT PRUNK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1135-00-00--1204-00-00, zwischen (Lebensdaten);Pierre de Blois;118923927;Opera in unum volumen collecta et emendata authore J. M. doctore theologo subsequenti ordine habentur Epistole. Sermones. Tractatus in librum Job. contra perfifiam Judaeorum. De confessione. De amicitia christiana;Insignia opera in unum volumen collecta;1519-00-00;Paris;André Bocard;1037573307;Jean Petit (Buchhändler), für;1037534433;N/A;N/A;N/A;N/A;N/A;2°;Latein;Beichte, Predigt;N/A;N/A;N/A;N/A;N/A;N/A;145045;Brigitte Moreau, Inventaire Chronologique des Éditions Parisiennes du XVIe siècle, Reference: II 2173. Andrew Pettegree, Malcolm Walsby and Alexander Wilkinson, FB: French Vernacular Books, Books published in the French language before 1601, Reference: 58262;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1135-00-00--1204-00-00, zwischen (Lebensdaten);[1] Moses ben Maimon Maimonides. [2] Jacob Mantinus;[1] 118576488. [2] 119752476;Rabi Mossei Aegyptii Dux seu Director dubita(n)tium aut perplexorum, in treis Libros diuisus, & summa accuratione Reuerendi patris Augustini Justiniani ordinis Praedicatorii Nebiensiu(m) Episcopi recognitus (etc.);Dux seu director dubitantium aut perplexorum, in treis libros divisus;1520-00-00;N/A;Jodocus Badius Ascensius;11901808X;N/A;N/A;N/A;N/A;N/A;N/A;114 Bl.;N/A;Latein;Religioussphilosophie;N/A;N/A;N/A;N/A;N/A;N/A;145234;Herbert M. Adams, Catalogue of books printed on the continent of Europe, 1501–1600 in Cambridge libraries, Reference: M 158. Brigitte Moreau, Inventaire Chronologique des Éditions Parisiennes du XVIe siècle, Reference: II 2408. Philippe Renouard, Imprimeurs et libraires parisiens du XVIe siècle, Reference: /Paris II.194,456. Andrew Pettegree, Malcolm Walsby and Alexander Wilkinson, FB: French Vernacular Books, Books published in the French language before 1601, Reference: 78691;urn:nbn:de:bvb:12-bsb10140241-0;Deutschland;München;Bayerische Staatsbibliothek (BSB);2 A.hebr. 180;2013-05-08;2021-11-11;http://gallica.bnf.fr/ark:/12148/bpt6k52605v;Frankreich;Paris;Bibliothèque nationale de France (BnF);ark:/12148/bpt6k52605v;2007-10-15;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1315-00-00, vor (Todesjahr);Vittore Porchetto de' Salvatici;100251420;Victoria autoris adversus impios Hebraeos, in qua tum ex sacris literis, tum ex dictis Talmud ac Caballistarum ... monstratur veritas catholice fidei. Ex recognitione Aug. Justiniani episcopi Nebiensis;Victoria adversus impios Hebraeos, in qua monstratur veritas catholicae fidei (USTC);1520-07-02;Paris;Guillermus Desplains;[https://data.bnf.fr/fr/16642578/guillaume_des_plains/];Gilles de Gourmont;1037571444;François Regnault;1037566718;N/A;N/A;[ff. 94];2°;Latein;"Streitschrift, Kontroversschrift. Vorlage Raymundus Martinus. eigene Hebräischkenntnisse und Quelleneinsicht. ""Den Titel Sieg übernahm er von einem jüdischen Werk antichristlicher Polemik, das kurz zuvor verfasst worden war, dem Sefer Nizzachon (??? ?????? – „Buch des Siegs“)"" (Wikipedia, Quelle: Hanne Trautner-Kromann: Shield and Sword: Jewish Polemics Against Christianity and the Christians in France and Spain from 1100–1500. Tübingen 1993, S. 102). zum Exemplar der Badischen Landesbibliothek: Handexemplar von Martin Luther. - Randnotizen u.a. von Martin Luther, Heinrich Moller und Hermann von der Hardt. Vorlageform des Erscheinungsvermerks: Egidii Gourmo[n]tij & Francisci Regnault commorantium Parrhisijs in via Jacobea, Anno Domini. 1520. 2. Jdus Juli. USTC: ""Guillermus Desplains expensis Egidio de Gourmont et François Regnault""";Religious;N/A;N/A;N/A;N/A;N/A;344420;Schreckenberg III (1994) 356-357. Floerken 22-23. Alexander Wilkinson, IB: Books Published in Spanish or Portugese or printed on the Iberian Peninsula before 1601, Reference: 17146;urn:nbn:de:bsz:31-3072;Deutschland;Karlsruhe;Badische Landesbibliothek;42 B 297;2010-11-25;N/A;urn:nbn:de:bvb:12-bsb00031780-2;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/2 P.lat. 1265;2008-12-04;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1315-00-00, vor (Todesjahr);Vittore Porchetto de' Salvatici;100251420;Victoria adversus Hebreos, in qua tum ex sacris literis, tum ex dictis Talmud ... monstratur veritas catholice fidei. Ex recognitione Augusti Justiniani episcopi Nebiensis;N/A;1520-00-00;Paris;Guillermus Desplains;[https://data.bnf.fr/fr/16642578/guillaume_des_plains/];Gilles de Gourmont;1037571444;N/A;N/A;N/A;N/A;N/A;2°;Latein;"Streitschrift, Kontroversschrift. Vorlage Raymundus Martinus. eigene Hebräischkenntnisse und Quelleneinsicht. ""Den Titel Sieg übernahm er von einem jüdischen Werk antichristlicher Polemik, das kurz zuvor verfasst worden war, dem Sefer Nizzachon (??? ?????? – „Buch des Siegs“)"" (Wikipedia, Quelle: Hanne Trautner-Kromann: Shield and Sword: Jewish Polemics Against Christianity and the Christians in France and Spain from 1100–1500. Tübingen 1993, S. 102)";N/A;N/A;N/A;N/A;N/A;N/A;145168;Schreckenberg III (1994) 356-357. Floerken 22-23.;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1315-00-00, vor (Todesjahr);Vittore Porchetto de' Salvatici;100251420;Victoria adversus Hebreos, in qua tum ex sacris literis, tum ex dictis Talmud ... monstratur veritas catholice fidei. Ex recognitione Augusti Justiniani episcopi Nebiensis;Victoria adversus impios Hebraeos, in qua monstratur veritas Catholicae fidei;1520-00-00;Paris;Guillermus Desplains;[https://data.bnf.fr/fr/16642578/guillaume_des_plains/];François Regnault;1037566718;N/A;N/A;N/A;N/A;N/A;2°;Latein;"Streitschrift, Kontroversschrift. Vorlage Raymundus Martinus. eigene Hebräischkenntnisse und Quelleneinsicht. ""Den Titel Sieg übernahm er von einem jüdischen Werk antichristlicher Polemik, das kurz zuvor verfasst worden war, dem Sefer Nizzachon (??? ?????? – „Buch des Siegs“)"" (Wikipedia, Quelle: Hanne Trautner-Kromann: Shield and Sword: Jewish Polemics Against Christianity and the Christians in France and Spain from 1100–1500. Tübingen 1993, S. 102)";N/A;N/A;N/A;N/A;N/A;N/A;209151;Schreckenberg III (1994) 356-357. Floerken 22-23. Brigitte Moreau, Inventaire Chronologique des Éditions Parisiennes du XVIe siècle, Reference: II 2472. Andrew Pettegree, Malcolm Walsby and Alexander Wilkinson, FB: French Vernacular Books, Books published in the French language before 1601, Reference: 85644;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1315-00-00, vor (Todesjahr);Vittore Porchetto de' Salvatici;100251420;Victoria adversus Hebreos, in qua tum ex sacris literis, tum ex dictis Talmud ... monstratur veritas catholice fidei. Ex recognitione Augusti Justiniani episcopi Nebiensis;Victoria adversus impios Hebraeos, in qua monstratur veritas catholicae fidei;1520-00-00;Paris;Guillaume des Prez;N/A;Geoffroy Enguilbert;129043621;Jean de Marnef;1037603311;N/A;N/A;N/A;2°;Latein;"Streitschrift, Kontroversschrift. Vorlage Raymundus Martinus. eigene Hebräischkenntnisse und Quelleneinsicht. ""Den Titel Sieg übernahm er von einem jüdischen Werk antichristlicher Polemik, das kurz zuvor verfasst worden war, dem Sefer Nizzachon (??? ?????? – „Buch des Siegs“)"" (Wikipedia, Quelle: Hanne Trautner-Kromann: Shield and Sword: Jewish Polemics Against Christianity and the Christians in France and Spain from 1100–1500. Tübingen 1993, S. 102)";N/A;N/A;N/A;N/A;N/A;N/A;209099;Schreckenberg III (1994) 356-357. Floerken 22-23. Brigitte Moreau, Inventaire Chronologique des Éditions Parisiennes du XVIe siècle, Reference: II 2472. Andrew Pettegree, Malcolm Walsby and Alexander Wilkinson, FB: French Vernacular Books, Books published in the French language before 1601, Reference: 85643;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;N/A;N/A;Sendbrief;Ein Sendbrieff (Sendbrief) von einer grosse meng der Juden, die lange zeyt mit unwonhafftigen Wüsten beschlossen unnd verborge(n) gewesen, yetzunder ... an tag kommen sein, dreyssig tag reyss von Hierusale(m) sich nider geschlagen (etc.);1523-00-00;Strassburg;Matthias Schürer Erben;6146044-8;N/A;N/A;N/A;N/A;N/A;N/A;ff. [3];4°;Deutsch;Druckort und Drucker ermittelt von Dr. Claus, Gotha. Illustration;[1] Religious. [2] Political Tracts;N/A;N/A;N/A;N/A;ZV 31594;2213083;N/A;urn:nbn:de:bvb:12-bsb11215578-8;Deutschland;Augsburg;Staats- und Stadtbibliothek (SStB) (SSB);4 Jud 142;2016-09-21;2021-10-27;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Bartholomaeus Stein;119838311;Ducum, judicum, regum Israhelitici populi cumo ex sacris tum prophanis literis hystorica methodus;Ducum judicu regum jsrahelitici populi cum ex sacris tum pro hanis literis hystorica methodus per barptholomeum stenu diligentiss. Conscripta ut docta et culta ita omnibus necessaria.;1523-00-00;Nürnberg;Hieronymus Höltzel;131671308;N/A;N/A;N/A;N/A;N/A;N/A;ff. [50];8°;Latein;1509 erster bestellter Professor für Geographie;N/A;N/A;N/A;N/A;N/A;S 8778;641669;N/A;[1] urn:nbn:de:bvb:12-bsb00037190-2. [2] urn:nbn:de:bvb:12-bsb00027947-1;Deutschland;München;Bayerische Staatsbibliothek (BSB);[1] P.lat. 1966#Beibd.2. [2] Res/J.rom.f. 2#Beibd.5;[1] 2010-03-23. [2] 2012-01-13;[1] 2021-09-23. [2] 2021-09-24;http://data.onb.ac.at/rep/1094F5DF;Österreich;Wien;Nationalbibliothek (NB);71.X.175.(2) ALT PRUNK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Petrus GaLateinus;12485382X;Opus de arcanis catholicae veritatis;N/A;[1] 1518-00-00. [2] apud sanctum Petrum;[1] Rom (USTC). [2] Ortona (BSB Münschen);N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2°;Latein;https://opacplus.bsb-muenchen.de/title/BV001422481. spätere Auflagen: VD16 C 4615 + R 1237;N/A;N/A;N/A;N/A;N/A;N/A;814356;València, Spain, Real Colegio de las Escuelas Pías. Biblioteca de los Padres Escolapios, Shelfmark: XVI/418;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
16. Jh.;Johannes Teuschlein;130084743;Auflosung ettli=||cher Fragen zu lob vnd ere || christi Jesu/ auch seiner lieben m#[ue]tter || Marie/ wider die verstockt? plin=||te Juden/ vnd alle die jhe=||nen so sie in jren lan||den vnd stet=||ten wi=||der recht ent=||halten f#[ue]ren vnd ge||dulden ne#[ue]lich geschehen;Auflosung ettlicher fragen zu lob und ere Christi Jesu auch seiner lieben muetter Marie wider die verstockten plinte Juden und alle die jhenen so sie in iren landen und Stetten wider recht enthalten fueren und gedulden neuelich geschehen.;1520-00-00;Nürnberg;Friedrich Peypus;129085154;N/A;N/A;N/A;N/A;N/A;N/A;ff. [13];4°;Deutsch;Reformatorische Schrift?;Religious;N/A;N/A;N/A;N/A;T 623;614031;N/A;urn:nbn:de:bvb:12-bsb10167023-5;Deutschland;München;Bayerische Staatsbibliothek (BSB);4 Polem. 274;2013-05-03;2021-10-13;http://data.onb.ac.at/rep/108947D9;Österreich;Wien;Nationalbibliothek (NB);20.Dd.1436 ALT PRUNK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1484-00-00, vor (Todesjahr);Alexander de Nevo;100954340;Consilia contra Judaeos foenerantes;N/A;1479-00-00;Nürnberg;Friedrich Creussner;135725259;N/A;N/A;N/A;N/A;N/A;N/A;ff. [46];2°;Latein;betrifft Wucher.;N/A;894;ia00410000;N-30;N/A;N/A;742497;N/A;urn:nbn:de:tuda-tudigit-23863;Deutschland;Darmstadt;Universitäts- und Landesbibliothek (ULB);N/A;2010-11-05;2018-01-12;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Jacobus Perez de Valentia;119348918;Opuscula;Opuscula. Tractatus contra Iudaeos. Expositio canticorum ferialium. Expositio cantici Augustini super Te Deum laudamus. Expositio super cantica evangelica;1484-00-00--1485-00-00;Valencia;Alfonso Fernández de Córdoba;1078509042;Gabriel Luis de Arinyo;[ tw-id: pe0116800];N/A;N/A;N/A;N/A;ff. 56;2°;Latein;Darin: I) Tractatus contra Judaeos. II) Expositio canticorum ferialium. III) Expositio cantici Augustini super Te Deum laudamus. IV) Expositio super cantica evangelica;Religious;M30950;ip00275000;N/A;N/A;N/A;[1] 344883. [2] 765552;Schreckenberg III (1994) 561-562. Alexander Wilkinson, IB: Books Published in Spanish or Portugese or printed on the Iberian Peninsula before 1601, Reference: no. 14703;http://bdh-rd.bne.es/viewer.vm?id=0000177086&page=1;Spanien;Madrid;Biblioteca Nacional de España;INC/2542(2);N/A;N/A;http://bivaldi.gva.es/es/catalogo_imagenes/grupo.cmd?path=1000399;Spanien;Valenciana;Biblioteca Valenciana;Inc/30;N/A;N/A;urn:nbn:de:bsz:24-digibib-bsz3485041605;Deutschland;Stuttgart;Schreckenberg III (1994) 561-562. Brigitte Moreau, Inventaire Chronologique des Éditions Parisiennes du XVIe siècle, Reference: I 335: 156. Philippe Renouard, Imprimeurs et libraires parisiens du XVIe siècle, Reference: Bibliographie de J. Badius III, 126. Hugues Vaganay, Bibliographie hispanique extra-péninsulaire. Seizième et dix-septième siècles, Reference: p. 7:16. Andrew Pettegree, Malcolm Walsby and Alexander Wilkinson, FB: French Vernacular Books, Books published in the French language before 1601, Reference: 82253;Inc.fol.12591;2011-08-11;2021-12-09;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
